City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
465,Wuwei,CN,37.9281,102.6414,50.31,68,100,6.06,overcast clouds
466,Maneromango,TZ,-7.1988,38.7848,70.32,85,52,1.57,broken clouds
467,Alpena,US,45.0617,-83.4327,60.94,97,40,4.61,scattered clouds
468,Rocky Mountain House,CA,52.3668,-114.9188,55.51,38,2,4.61,clear sky
469,Kaduqli,SD,11.0167,29.7167,74.61,50,34,3.38,scattered clouds
470,Nome,US,64.5011,-165.4064,37.47,87,90,27.63,moderate rain
471,Bose,IT,45.4612,8.0137,61.66,95,100,6.46,overcast clouds
472,Puerto Cabezas,NI,14.0351,-83.3888,79.18,86,46,7.52,scattered clouds
473,Ostersund,SE,63.1792,14.6357,48.65,87,20,11.5,few clouds
474,Yangjiang,CN,21.85,111.9667,79.39,82,4,6.93,clear sky
475,Kysyl-Syr,RU,63.8986,122.7617,31.5,86,88,6.38,overcast clouds
476,Kenai,US,60.5544,-151.2583,48.02,57,1,3.44,clear sky
477,Haradok,BY,55.4624,29.9816,42.17,94,0,8.1,clear sky
478,Kaeo,NZ,-35.1,173.7833,68.36,67,65,7.43,broken clouds
479,Zhifang,CN,30.35,114.3167,67.98,71,0,13.0,clear sky
480,Port Macquarie,AU,-31.4333,152.9167,77.9,26,0,3.56,clear sky
481,Ushtobe,KZ,45.2514,77.9838,42.46,66,29,2.37,scattered clouds
482,Ullapool,GB,57.8987,-5.1604,48.34,86,58,0.69,broken clouds
483,Lasa,IT,46.6166,10.7002,57.02,99,97,6.67,moderate rain
484,Itaituba,BR,-4.2761,-55.9836,81.75,63,94,1.39,overcast clouds
485,Kadhan,PK,24.481,68.9859,79.77,82,11,11.27,few clouds
486,Chippewa Falls,US,44.9369,-91.3929,65.98,81,1,4.61,clear sky
487,San Luis De La Paz,MX,21.3,-100.5167,66.61,81,49,13.87,scattered clouds
488,Kwinana,AU,-32.25,115.7667,57.92,79,100,11.95,overcast clouds
489,Glenluce,GB,54.8798,-4.8084,49.28,88,91,9.35,moderate rain
490,Gweta,BW,-20.1833,25.2333,69.49,59,8,11.68,clear sky
491,Moron,AR,-34.6534,-58.6198,62.35,48,1,1.01,clear sky
492,Dawson Creek,CA,55.7666,-120.2362,47.84,34,20,3.44,few clouds
493,Dongsheng,CN,39.8161,109.9776,44.6,58,100,13.91,moderate rain
494,Little Current,CA,45.9793,-81.9248,62.65,77,3,5.68,clear sky
495,Qasigiannguit,GL,68.8193,-51.1922,30.45,87,15,6.26,few clouds
496,Mazyr,BY,52.0495,29.2456,42.35,86,0,7.94,clear sky
497,Curuca,BR,-0.7289,-47.8481,78.33,79,98,7.81,overcast clouds
498,Marawi,PH,7.9986,124.2928,68.65,89,100,6.33,overcast clouds
499,Matara,LK,5.9485,80.5353,77.36,88,97,6.2,light rain
500,Carpinteria,US,34.3989,-119.5185,88.18,47,96,2.84,overcast clouds
501,Jizan,SA,17.3333,42.6667,86.94,65,79,4.16,broken clouds
502,Mangawan,IN,24.6833,81.55,78.13,79,5,2.86,clear sky
503,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,87.91,30,96,5.32,overcast clouds
504,Ixtapa,MX,20.7,-105.2,87.22,70,40,8.05,scattered clouds
505,Buchanan,LR,5.8808,-10.0467,77.63,88,13,3.78,few clouds
506,Beloha,MG,-25.1667,45.05,68.59,81,100,10.09,overcast clouds
507,Nemuro,JP,43.3236,145.575,57.63,68,100,15.21,overcast clouds
508,Taoudenni,ML,22.6783,-3.9836,92.17,10,2,9.33,clear sky
509,Kahului,US,20.8947,-156.47,86.02,65,20,25.32,few clouds
510,Valparaiso,CL,-33.0393,-71.6273,53.24,82,0,10.36,clear sky
511,Anloga,GH,5.7947,0.8973,79.79,82,53,7.02,broken clouds
512,Kismayo,SO,-0.3582,42.5454,77.11,85,96,10.71,overcast clouds
513,Espanola,US,35.9911,-106.0806,77.58,25,6,8.57,clear sky
514,Fairview,US,40.8126,-73.999,68.27,91,90,6.91,mist
515,Boyolangu,ID,-8.1181,111.8935,76.78,83,56,8.12,broken clouds
516,Kananga,CD,-5.8958,22.4178,71.62,79,51,1.14,broken clouds
517,Nioro,GM,13.35,-15.75,79.27,89,99,4.81,overcast clouds
518,Urucui,BR,-7.2294,-44.5561,87.87,28,87,2.57,overcast clouds
519,Kamenka,RU,51.3223,42.7678,47.48,75,100,11.59,overcast clouds
520,Rio Muerto,MX,27.4167,-110.2333,95.52,35,22,14.07,few clouds
521,Hamilton,US,39.1834,-84.5333,69.37,91,75,0.0,broken clouds
522,Puno,PE,-15.8333,-70.0333,49.5,58,15,9.31,few clouds
523,Guarapari,BR,-20.6667,-40.4975,78.69,83,52,13.96,broken clouds
524,Ifanadiana,MG,-21.3,47.6333,61.41,99,11,1.72,few clouds
525,Aykino,RU,62.2248,49.9922,32.52,96,12,4.45,few clouds
526,Rawson,AR,-43.3002,-65.1023,59.47,37,77,4.63,broken clouds
527,Berwick,US,41.0545,-76.2333,68.49,75,96,3.09,overcast clouds
528,Olavarria,AR,-36.8927,-60.3225,50.09,70,4,4.74,clear sky
529,Monrovia,LR,6.3005,-10.7969,78.31,87,6,5.82,light rain
530,Bowmore,US,34.9421,-79.3031,73.02,91,90,4.61,overcast clouds
531,Kasongo-Lunda,CD,-6.4667,16.8167,70.12,92,73,0.92,broken clouds
532,Ossora,RU,59.2353,163.0719,40.42,65,95,20.11,overcast clouds
533,Oriximina,BR,-1.7656,-55.8661,80.65,68,97,2.84,overcast clouds
534,Margate,GB,51.3813,1.3862,59.92,89,67,5.01,broken clouds
535,Awbari,LY,26.5921,12.7805,76.15,29,0,7.25,clear sky
536,Port Pirie,AU,-33.1833,138.0167,60.89,53,44,5.21,scattered clouds
537,Cockburn Town,TC,21.4612,-71.1419,83.48,74,100,19.82,overcast clouds
538,Cedar City,US,37.6775,-113.0619,72.57,23,1,10.36,clear sky
539,Cartagena Del Chaira,CO,1.3349,-74.8429,77.0,85,95,1.88,overcast clouds
540,Roald,NO,62.5833,6.1333,55.54,62,75,10.36,broken clouds
541,Cayenne,GF,4.9333,-52.3333,83.08,78,40,3.0,scattered clouds
542,Brazzaville,CG,-4.2658,15.2832,80.74,63,60,2.15,broken clouds
543,Kashan,IR,33.9831,51.4364,74.19,22,0,3.6,clear sky
544,Baijiantan,CN,45.6333,85.1833,44.22,46,8,4.9,clear sky
545,Port-Cartier,CA,50.0334,-66.8654,45.75,68,0,4.29,clear sky
546,Kamennogorsk,RU,60.9545,29.1339,47.21,82,9,9.44,clear sky
547,Yaan,NG,7.3833,8.5667,74.52,92,61,5.08,broken clouds
548,Medzilaborce,SK,49.2719,21.9007,53.11,69,8,3.94,clear sky
549,Atikokan,CA,48.7555,-91.6216,59.52,67,16,1.21,few clouds
550,Princeton,US,25.5384,-80.4089,83.01,78,20,4.61,few clouds
551,Kindu,CD,-2.95,25.95,69.58,94,89,1.97,overcast clouds
552,Kirakira,SB,-10.4544,161.9205,85.03,69,71,6.6,broken clouds
553,Norton,ZW,-17.8833,30.7,63.28,90,56,6.96,broken clouds
554,Alice Springs,AU,-23.7,133.8833,74.75,19,1,17.27,clear sky
555,Touros,BR,-5.1989,-35.4608,77.9,73,35,14.79,scattered clouds
556,Resavica,RS,44.0408,21.5816,50.61,61,0,6.35,clear sky
557,Tezu,IN,27.9167,96.1667,75.18,79,96,2.24,overcast clouds
558,Sovetskiy,RU,61.3614,63.5842,31.26,82,100,5.82,overcast clouds
559,Yakeshi,CN,49.2833,120.7333,37.22,69,13,11.16,few clouds
560,Calama,CL,-22.4667,-68.9333,55.63,22,0,6.13,clear sky
561,Calvinia,ZA,-31.4707,19.776,49.05,29,9,10.63,clear sky
562,Mezen,RU,65.8522,44.24,42.26,84,73,11.97,broken clouds
563,Bintulu,MY,3.1667,113.0333,75.61,94,20,2.3,few clouds
564,Milledgeville,US,33.0801,-83.2321,71.76,92,100,2.21,overcast clouds
565,Reconquista,AR,-29.15,-59.65,58.21,38,0,8.34,light rain
566,Elko,US,41.0002,-115.5012,77.74,11,81,1.99,broken clouds
567,Miramar,US,25.9873,-80.2323,83.01,79,1,6.91,clear sky
568,Roswell,US,34.0232,-84.3616,71.96,91,20,4.61,few clouds
569,Yatou,CN,37.15,122.3833,62.4,85,100,15.61,overcast clouds
570,Hede,CN,33.7681,120.2517,75.22,81,0,9.42,clear sky
571,Mallapuram,IN,11.9667,78.25,72.27,94,81,1.45,broken clouds
572,Ambilobe,MG,-13.2,49.05,69.01,85,41,2.35,scattered clouds
573,Avera,US,33.194,-82.5271,74.71,82,100,4.07,overcast clouds
574,Baykit,RU,61.67,96.37,30.56,97,79,2.35,broken clouds
575,Vestmanna,FO,62.1564,-7.1664,43.72,93,75,17.27,broken clouds
576,Sitka,US,57.0531,-135.33,51.69,58,20,9.22,few clouds
577,Conde,BR,-7.2597,-34.9075,74.66,88,20,4.61,few clouds
578,Galle,LK,6.0367,80.217,78.28,84,99,4.79,heavy intensity rain
579,Richards Bay,ZA,-28.783,32.0377,62.89,80,100,2.51,light rain
580,Porto Walter,BR,-8.2686,-72.7439,73.38,94,90,2.55,overcast clouds
581,Houma,US,29.5958,-90.7195,75.2,89,100,0.98,overcast clouds
582,Sarakhs,IR,36.5449,61.1577,53.74,26,0,2.3,clear sky
583,Kvasice,CZ,49.2422,17.4697,64.98,80,19,4.61,few clouds
584,Witu,KE,-2.3889,40.4382,75.36,86,45,9.35,scattered clouds
585,Algiers,DZ,36.7525,3.042,62.42,68,20,3.44,few clouds
586,Sistranda,NO,63.7256,8.834,53.91,76,94,8.5,overcast clouds
587,Atambua,ID,-9.1061,124.8925,81.95,58,10,1.66,clear sky
588,Miandrivazo,MG,-19.5167,45.4667,74.62,74,6,3.4,clear sky
589,Sioux Lookout,CA,50.1001,-91.917,66.58,72,20,3.44,few clouds
590,Jinchang,CN,38.4953,102.1739,48.63,67,100,9.71,overcast clouds
591,Port Arthur,CN,38.8,121.2667,55.62,79,100,24.7,overcast clouds
592,Meulaboh,ID,4.1363,96.1285,75.83,85,100,2.77,overcast clouds
593,Mangan,IN,27.5167,88.5333,71.78,87,93,2.48,overcast clouds
594,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,68,90,14.97,overcast clouds
595,Bonthe,SL,7.5264,-12.505,78.67,85,62,3.67,broken clouds
596,Sola,VU,-13.8833,167.55,86.67,74,40,5.75,scattered clouds
597,Kang,BW,-23.6752,22.7876,61.16,13,0,8.46,clear sky
598,Caxito,AO,-8.5785,13.6643,70.29,81,73,1.99,broken clouds
599,Esso,RU,55.9333,158.7,34.59,74,100,12.37,overcast clouds
600,Roma,US,43.2128,-75.4557,62.89,97,90,9.22,heavy intensity rain
601,Shinpokh,PK,34.3292,71.1782,72.81,64,2,3.31,clear sky
602,Priargunsk,RU,50.3691,119.1012,38.88,66,7,7.92,clear sky
603,Guerrero Negro,MX,27.9769,-114.0611,78.1,52,29,13.49,scattered clouds
604,Betare Oya,CM,5.6,14.0833,65.82,97,99,3.38,overcast clouds
605,Kijang,KR,35.2442,129.2139,78.53,73,2,8.9,clear sky
606,Noumea,NC,-22.2763,166.4572,84.18,99,0,14.29,clear sky
607,Poya,NC,-21.35,165.15,84.74,52,0,4.09,clear sky
608,Upata,VE,8.0086,-62.3989,74.19,96,96,4.65,overcast clouds
609,Bathsheba,BB,13.2167,-59.5167,84.81,70,40,24.16,scattered clouds
610,Mahajanga,MG,-15.7167,46.3167,75.22,83,20,3.44,light rain
611,Manbij,SY,36.5281,37.9549,59.77,21,0,8.46,clear sky
612,Casablanca,MA,33.5928,-7.6192,68.32,64,8,15.99,clear sky
613,Kitgum,UG,3.2783,32.8867,65.7,89,57,1.68,broken clouds
614,Presidente Olegario,BR,-18.4178,-46.4181,79.27,41,65,2.46,broken clouds
615,Ulladulla,AU,-35.35,150.4667,65.88,41,49,14.74,scattered clouds
616,El Alto,PE,-4.2714,-81.2147,63.7,82,41,17.47,scattered clouds
617,Cuprija,RS,43.9275,21.37,45.59,60,0,5.12,clear sky
618,Vondrozo,MG,-22.8167,47.2833,62.35,95,61,0.36,broken clouds
619,Vostok,RU,46.4856,135.8833,39.38,79,69,2.77,broken clouds
620,Staraya Mayna,RU,54.6,48.95,28.51,66,31,8.68,scattered clouds
621,Green River,US,41.5286,-109.4662,73.18,24,6,1.99,clear sky
622,San Quintin,MX,30.4833,-115.95,74.35,60,19,10.63,few clouds
623,Ayan,RU,56.45,138.1667,40.78,50,2,11.56,clear sky
624,Hualmay,PE,-11.0964,-77.6139,62.49,83,51,8.95,broken clouds
625,Baruun-Urt,MN,46.6806,113.2792,38.05,56,2,2.19,clear sky
626,Mount Isa,AU,-20.7333,139.5,83.97,12,2,11.5,clear sky
627,Keti Bandar,PK,24.1447,67.4497,80.69,81,16,14.92,few clouds
628,Olga,RU,43.7444,135.2892,50.97,54,100,4.88,overcast clouds
629,Onega,RU,63.9061,38.1404,41.56,88,0,10.94,clear sky
630,Garowe,SO,8.4054,48.4845,76.62,73,21,16.4,few clouds
631,San Antonio,US,29.4241,-98.4936,85.21,32,20,5.75,few clouds
632,Coari,BR,-4.085,-63.1414,77.77,86,92,2.17,overcast clouds
633,Wanning,CN,18.8003,110.3967,80.2,89,100,12.71,heavy intensity rain
634,Buta,CD,2.7858,24.73,69.21,99,79,1.68,light rain
635,Mantua,IT,45.1667,10.7833,68.27,89,88,3.0,light rain
636,Novoshcherbinovskaya,RU,46.4767,38.6476,49.77,67,100,18.16,overcast clouds
637,Ayorou,NE,14.7308,0.9174,91.49,34,58,7.74,broken clouds
638,Sterling,US,39.0062,-77.4286,75.6,87,75,0.0,broken clouds
639,Cao Bang,VN,22.6667,106.25,75.76,88,17,1.19,few clouds
640,Saldanha,ZA,-33.0117,17.9442,55.44,66,14,12.95,few clouds
641,Plotnikovo,RU,55.0247,85.9436,32.34,85,100,10.51,overcast clouds
642,Paraiso,CR,9.8383,-83.8656,68.88,83,100,2.46,overcast clouds
643,Lompoc,US,34.6391,-120.4579,84.56,70,1,11.5,clear sky
644,Armizonskoye,RU,55.9461,67.6736,24.15,95,13,7.58,few clouds
645,Port Hedland,AU,-20.3167,118.5667,77.05,69,0,10.36,clear sky
646,Skjervoy,NO,70.0311,20.9714,49.33,80,92,12.68,overcast clouds
647,Pathein,MM,16.7833,94.7333,76.84,91,9,3.51,clear sky
648,Luanda,AO,-8.8368,13.2343,69.37,84,75,6.67,broken clouds
649,Kaseda,JP,31.4167,130.3167,79.83,66,59,11.5,broken clouds
650,Moorhead,US,46.8739,-96.7676,74.98,47,1,3.44,haze
651,Aloleng,PH,16.1307,119.7824,82.53,76,89,9.51,overcast clouds
652,Busia,UG,0.4544,34.0758,63.32,86,90,1.88,overcast clouds
653,Pestravka,RU,52.405,49.9583,37.72,67,55,8.28,broken clouds
654,Artesia,US,33.8658,-118.0831,89.29,48,40,4.0,scattered clouds
655,Andros Town,BS,24.7,-77.7667,82.36,70,48,11.95,scattered clouds
656,Lyangasovo,RU,58.5176,49.4472,31.46,80,1,3.15,clear sky
657,Rio De Janeiro,BR,-22.9028,-43.2075,75.16,88,90,1.14,moderate rain
658,Napier,NZ,-39.4833,176.9167,62.28,80,85,5.01,overcast clouds
659,Sucua,EC,-2.4667,-78.1667,69.26,97,99,0.81,overcast clouds
660,Pochutla,MX,15.7432,-96.4661,84.02,84,44,3.38,scattered clouds
661,Willowmore,ZA,-33.2926,23.4895,44.04,87,2,7.36,clear sky
662,Ocos,GT,14.5094,-92.1933,85.32,74,16,3.87,few clouds
663,Lexington,US,37.9887,-84.4777,69.15,82,40,0.0,scattered clouds
664,Pacific Grove,US,36.6177,-121.9166,88.81,54,1,4.61,clear sky
665,George,ZA,-33.963,22.4617,45.95,93,0,3.44,clear sky
666,Araouane,ML,18.9048,-3.5265,90.68,11,18,9.98,few clouds
667,Nadym,RU,65.5333,72.5167,35.51,93,100,10.2,overcast clouds
668,Cambui,BR,-22.6122,-46.0575,67.21,98,84,2.98,broken clouds
669,Praya,CV,14.9215,-23.5087,79.34,83,20,9.22,few clouds
670,Wakefield,GB,53.6809,-1.499,53.64,88,100,9.48,overcast clouds
671,Zhigalovo,RU,54.8097,105.1578,31.64,82,78,2.1,broken clouds
672,Biak,ID,-0.9131,122.8766,78.84,73,100,3.06,overcast clouds
673,Sumbawanga,TZ,-7.9667,31.6167,63.82,65,94,3.27,overcast clouds
674,Baherden,TM,38.4362,57.4316,59.29,28,70,5.91,broken clouds
675,Namatanai,PG,-3.6667,152.4333,82.92,73,100,4.68,light rain
676,Zhangzhou,CN,24.5133,117.6556,85.14,72,4,3.65,clear sky
677,Wang Noi,TH,14.2269,100.7155,80.58,88,76,5.91,broken clouds
678,Tuburan,PH,6.6439,122.2736,82.49,84,100,13.87,overcast clouds
679,Coro,VE,11.4045,-69.6734,81.16,84,65,18.05,broken clouds
680,Hobyo,SO,5.3505,48.5268,77.88,88,81,17.98,broken clouds
681,Wattegama,LK,6.7989,81.4808,74.61,92,100,4.74,overcast clouds
682,Lahij,YE,13.1667,44.5833,84.2,47,97,8.66,overcast clouds
683,Fort Collins,US,40.5853,-105.0844,79.45,25,1,1.99,clear sky
684,Kingsland,US,30.8,-81.6898,80.89,83,95,5.21,overcast clouds
685,Okhotsk,RU,59.3833,143.3,33.8,59,0,20.76,clear sky
686,Saint-Augustin,CA,51.226,-58.6502,42.57,74,50,7.11,scattered clouds
687,Gravdal,NO,68.1214,13.5031,53.22,75,63,30.94,broken clouds
688,Palmer,US,42.1584,-72.3287,57.99,84,90,1.01,mist
689,Portland,US,45.5234,-122.6762,69.51,70,75,1.01,broken clouds
690,Igarka,RU,67.4667,86.5833,29.39,97,100,13.67,light snow
691,Stepnyak,KZ,52.8339,70.7803,27.39,95,100,16.51,light snow
692,Harper,LR,4.375,-7.7169,76.87,90,16,6.91,light rain
693,Arkhangelsk,RU,64.5401,40.5433,41.11,81,0,6.71,clear sky
694,Bumba,CD,2.1833,22.4667,70.5,99,100,7.47,very heavy rain
695,Awka,NG,6.2101,7.0741,74.08,95,71,4.5,light rain
696,Ponta Delgada,PT,37.7333,-25.6667,73.51,83,20,3.44,few clouds
697,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,58.15,58,96,5.61,overcast clouds
698,Fare,PF,-16.7,-151.0167,78.89,70,1,16.06,clear sky
699,Moussoro,TD,13.6408,16.4901,85.84,50,87,6.22,overcast clouds
700,Oksovskiy,RU,62.6062,39.8984,38.28,92,0,7.23,clear sky
